title_1436,artist_6,song_876,380
title_1436,artist_6,song_100,379
title_838,artist_8,song_662,207
title_838,artist_8,song_1097,63
title_838,artist_8,song_1389,87
title_838,artist_8,song_90,425
title_838,artist_8,song_883,178
title_838,artist_8,song_185,279
title_1373,artist_6,song_661,60
title_1373,artist_6,song_225,367
title_1373,artist_6,song_507,465
title_1373,artist_6,song_516,336
title_1373,artist_6,song_1455,228
title_1373,artist_6,song_735,416
title_1373,artist_6,song_738,269
title_1373,artist_6,song_975,359
title_1373,artist_6,song_849,265
title_1373,artist_6,song_406,510
title_1373,artist_6,song_272,453
title_1373,artist_6,song_189,324
title_375,artist_8,song_1,358
title_375,artist_8,song_943,222
title_375,artist_8,song_219,592
title_375,artist_8,song_900,382
title_375,artist_8,song_9,519
title_375,artist_8,song_894,110
title_375,artist_8,song_1378,287
title_375,artist_8,song_811,264
title_1868,artist_8,song_728,468
title_1868,artist_8,song_123,576
title_1868,artist_8,song_1475,475
title_1868,artist_8,song_603,278
title_1868,artist_8,song_904,373
title_1868,artist_8,song_125,368
title_293,artist_1,song_1001,581
title_293,artist_1,song_195,536
title_175,artist_5,song_724,170
title_175,artist_5,song_557,550
title_175,artist_5,song_343,164
title_175,artist_5,song_265,520
title_175,artist_5,song_1011,194
title_175,artist_5,song_1157,79
title_175,artist_5,song_102,547
title_175,artist_5,song_18,80
title_175,artist_5,song_1174,531
title_175,artist_5,song_902,217
title_175,artist_5,song_678,554
title_195,artist_9,song_1125,228
title_195,artist_9,song_296,231
title_195,artist_9,song_1305,351
title_195,artist_9,song_380,126
title_195,artist_9,song_1030,128
title_195,artist_9,song_1241,61
title_195,artist_9,song_146,525
title_195,artist_9,song_245,534
title_195,artist_9,song_1084,511
title_195,artist_9,song_630,484
title_195,artist_9,song_1137,210
title_195,artist_9,song_913,259
title_195,artist_9,song_881,600
title_195,artist_9,song_48,265
title_195,artist_9,song_304,378
title_1412,artist_6,song_177,561
title_1412,artist_6,song_315,248
title_1412,artist_6,song_153,178
title_1412,artist_6,song_153,185
title_1412,artist_6,song_30,571
title_1412,artist_6,song_589,555
title_1412,artist_6,song_1274,252
title_1412,artist_6,song_1194,253
title_1412,artist_6,song_783,360
title_1412,artist_6,song_1266,106
title_1412,artist_6,song_475,426
title_940,artist_10,song_938,288
title_940,artist_10,song_1418,98
title_940,artist_10,song_1421,189
title_940,artist_10,song_178,405
title_354,artist_8,song_598,573
title_354,artist_8,song_741,96
title_354,artist_8,song_163,67
title_354,artist_8,song_1492,530
title_354,artist_8,song_1497,138
title_354,artist_8,song_58,211
title_354,artist_8,song_49,304
title_354,artist_8,song_82,266
title_354,artist_8,song_969,212
title_1107,artist_4,song_1348,183
title_1107,artist_4,song_1424,242
title_1107,artist_4,song_343,65
title_1107,artist_4,song_1082,226
title_1107,artist_4,song_1352,206
title_1107,artist_4,song_1021,148
title_1107,artist_4,song_101,215
title_1107,artist_4,song_722,587
title_1107,artist_4,song_982,490
title_1107,artist_4,song_197,227
title_1107,artist_4,song_383,490
title_1107,artist_4,song_278,488
title_1107,artist_4,song_102,586
title_1419,artist_10,song_1144,525
title_1419,artist_10,song_908,347
title_1419,artist_10,song_670,121
title_1419,artist_10,song_300,593
title_1419,artist_10,song_611,172
title_1419,artist_10,song_156,348
title_1692,artist_5,song_1430,220
title_1692,artist_5,song_1239,425
title_1692,artist_5,song_221,172
title_1692,artist_5,song_722,254
title_1692,artist_5,song_432,84
title_1692,artist_5,song_747,524
title_1692,artist_5,song_711,331
title_1692,artist_5,song_49,518
title_1692,artist_5,song_552,409
title_1692,artist_5,song_959,438
title_1692,artist_5,song_510,255
title_1692,artist_5,song_523,214
title_1692,artist_5,song_1069,496
title_1692,artist_5,song_1456,155
title_1378,artist_7,song_102,518
title_1378,artist_7,song_783,190
title_1378,artist_7,song_383,105
title_1378,artist_7,song_398,104
title_1378,artist_7,song_347,83
title_1378,artist_7,song_720,579
title_1378,artist_7,song_415,262
title_1378,artist_7,song_439,361
title_349,artist_5,song_39,464
title_349,artist_5,song_729,319
title_349,artist_5,song_781,380
title_349,artist_5,song_1497,479
title_349,artist_5,song_94,187
title_349,artist_5,song_358,343
title_349,artist_5,song_1395,159
title_349,artist_5,song_11,67
title_143,artist_4,song_498,125
title_143,artist_4,song_1432,384
title_143,artist_4,song_517,341
title_143,artist_4,song_1240,373
title_143,artist_4,song_583,297
title_143,artist_4,song_50,245
title_143,artist_4,song_113,225
title_143,artist_4,song_1426,137
title_143,artist_4,song_1199,125
title_143,artist_4,song_981,132
title_143,artist_4,song_779,213
title_143,artist_4,song_1111,192
title_143,artist_4,song_42,206
title_143,artist_4,song_970,325
title_143,artist_4,song_1314,529
title_1490,artist_4,song_446,350
title_1490,artist_4,song_1450,80
title_1490,artist_4,song_147,164
title_1490,artist_4,song_1201,560
title_1490,artist_4,song_518,71
title_1490,artist_4,song_1317,588
title_1490,artist_4,song_58,446
title_1490,artist_4,song_1442,66
title_1490,artist_4,song_87,407
title_1490,artist_4,song_1449,419
title_1490,artist_4,song_802,595
title_235,artist_4,song_667,470
title_235,artist_4,song_928,218
title_876,artist_3,song_959,255
title_876,artist_3,song_1041,554
title_876,artist_3,song_1289,395
title_876,artist_3,song_393,559
title_876,artist_3,song_560,378
title_876,artist_3,song_26,342
title_876,artist_3,song_779,591
title_876,artist_3,song_303,371
title_876,artist_3,song_1337,306
title_876,artist_3,song_154,428
title_876,artist_3,song_533,507
title_876,artist_3,song_228,311
title_876,artist_3,song_1419,501
title_876,artist_3,song_599,323
title_876,artist_3,song_747,579
title_831,artist_3,song_881,547
title_831,artist_3,song_1457,199
title_266,artist_7,song_974,181
title_266,artist_7,song_858,93
title_266,artist_7,song_145,194
title_266,artist_7,song_1350,246
title_266,artist_7,song_447,395
title_1067,artist_2,song_1094,290
title_1067,artist_2,song_73,468
title_1067,artist_2,song_1247,501
title_1067,artist_2,song_188,122
title_1067,artist_2,song_1060,97
title_1067,artist_2,song_1182,293
title_1067,artist_2,song_1023,513
title_1067,artist_2,song_1088,252
title_1067,artist_2,song_70,69
title_1067,artist_2,song_265,430
title_1067,artist_2,song_694,280
title_1067,artist_2,song_123,111
title_1067,artist_2,song_1496,593
title_1416,artist_8,song_174,373
title_1416,artist_8,song_794,592
title_1416,artist_8,song_692,219
title_1416,artist_8,song_335,249
title_1416,artist_8,song_213,482
title_1416,artist_8,song_1412,317
title_1416,artist_8,song_336,525
title_1416,artist_8,song_1221,157
title_1365,artist_1,song_914,382
title_1216,artist_2,song_31,176
title_1216,artist_2,song_14,251
title_1216,artist_2,song_780,476
title_1216,artist_2,song_950,447
title_1014,artist_3,song_1365,451
title_1014,artist_3,song_1234,407
title_1014,artist_3,song_1311,285
title_1014,artist_3,song_619,316
title_1014,artist_3,song_670,342
title_1014,artist_3,song_158,128
title_1014,artist_3,song_105,283
title_1014,artist_3,song_859,466
title_1014,artist_3,song_1117,305
title_1014,artist_3,song_133,72
title_1014,artist_3,song_736,555
title_1014,artist_3,song_217,371
title_1014,artist_3,song_1467,434
title_1014,artist_3,song_1321,465
title_1810,artist_1,song_1273,423
title_1810,artist_1,song_583,392
title_1810,artist_1,song_1201,219
title_1810,artist_1,song_1421,559
title_1810,artist_1,song_377,561
title_1810,artist_1,song_78,259
title_984,artist_3,song_633,98
title_984,artist_3,song_446,84
title_984,artist_3,song_932,381
title_984,artist_3,song_973,69
title_1382,artist_2,song_1256,382
title_1382,artist_2,song_125,509
title_1078,artist_4,song_1120,189
title_1078,artist_4,song_494,241
title_1078,artist_4,song_1386,364
title_1078,artist_4,song_351,524
title_1078,artist_4,song_634,449
title_1078,artist_4,song_1124,258
title_1147,artist_6,song_1101,282
title_1147,artist_6,song_629,503
title_1147,artist_6,song_779,216
title_1147,artist_6,song_623,226
title_1147,artist_6,song_277,545
title_1147,artist_6,song_709,139
title_1147,artist_6,song_951,177
title_1147,artist_6,song_546,164
title_1147,artist_6,song_871,484
title_1147,artist_6,song_753,392
title_1147,artist_6,song_1325,418
title_1147,artist_6,song_1469,595
title_1147,artist_6,song_736,504
title_1340,artist_3,song_847,486
title_1340,artist_3,song_963,190
title_1340,artist_3,song_410,456
title_1340,artist_3,song_1224,558
title_1340,artist_3,song_1298,564
title_1340,artist_3,song_538,313
title_1340,artist_3,song_54,358
title_1340,artist_3,song_1288,103
title_1340,artist_3,song_210,598
title_1340,artist_3,song_103,420
title_842,artist_2,song_498,73
title_842,artist_2,song_1321,540
title_842,artist_2,song_689,405
title_842,artist_2,song_237,331
title_842,artist_2,song_569,443
title_842,artist_2,song_1201,440
title_842,artist_2,song_897,212
title_842,artist_2,song_105,252
title_842,artist_2,song_1263,269
title_842,artist_2,song_35,343
title_842,artist_2,song_1020,210
title_842,artist_2,song_151,411
title_1672,artist_7,song_775,447
title_1672,artist_7,song_837,354
title_1672,artist_7,song_170,483
title_1672,artist_7,song_594,571
title_1672,artist_7,song_1159,66
title_1672,artist_7,song_600,442
title_1672,artist_7,song_918,523
title_1672,artist_7,song_657,535
title_1672,artist_7,song_1407,304
title_1672,artist_7,song_1098,136
title_1672,artist_7,song_1308,499
title_1672,artist_7,song_820,359
title_1672,artist_7,song_1315,410
title_1672,artist_7,song_376,425
title_1672,artist_7,song_736,574
title_1526,artist_9,song_615,134
title_1526,artist_9,song_1072,394
title_1526,artist_9,song_1485,321
title_1526,artist_9,song_121,278
title_1526,artist_9,song_27,301
title_1526,artist_9,song_936,433
title_1526,artist_9,song_129,385
title_1526,artist_9,song_1057,442
title_1526,artist_9,song_529,566
title_1526,artist_9,song_888,156
title_1526,artist_9,song_1451,492
title_1526,artist_9,song_20,223
title_1526,artist_9,song_1312,208
title_1296,artist_6,song_618,79
title_1296,artist_6,song_714,361
title_1296,artist_6,song_49,200
title_1296,artist_6,song_19,277
title_1296,artist_6,song_566,300
title_1296,artist_6,song_1465,557
title_643,artist_7,song_1033,199
title_643,artist_7,song_1239,346
title_643,artist_7,song_230,102
title_643,artist_7,song_928,302
title_643,artist_7,song_1198,518
title_643,artist_7,song_300,366
title_643,artist_7,song_1306,549
title_643,artist_7,song_965,292
title_643,artist_7,song_1339,86
title_643,artist_7,song_976,268
title_643,artist_7,song_112,529
title_643,artist_7,song_1132,173
title_696,artist_6,song_829,68
title_696,artist_6,song_505,82
title_696,artist_6,song_413,414
title_696,artist_6,song_876,482
title_696,artist_6,song_519,261
title_696,artist_6,song_628,160
title_975,artist_2,song_557,486
title_975,artist_2,song_1196,213
title_975,artist_2,song_1423,222
title_975,artist_2,song_159,540
title_975,artist_2,song_629,183
title_975,artist_2,song_330,416
title_975,artist_2,song_57,598
title_975,artist_2,song_967,159
title_975,artist_2,song_387,181
title_561,artist_3,song_595,228
title_561,artist_3,song_1199,246
